"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"24/07/2024 09:00:00 - 24/07/2024 10:00:00","BZN|FR","Without Sequence","24.06","",""
"24/07/2024 10:00:00 - 24/07/2024 11:00:00","BZN|FR","Without Sequence","6.16","",""
"24/07/2024 11:00:00 - 24/07/2024 12:00:00","BZN|FR","Without Sequence","3.35","",""
"24/07/2024 12:00:00 - 24/07/2024 13:00:00","BZN|FR","Without Sequence","0.01","",""
"24/07/2024 13:00:00 - 24/07/2024 14:00:00","BZN|FR","Without Sequence","5.50","",""
"24/07/2024 14:00:00 - 24/07/2024 15:00:00","BZN|FR","Without Sequence","12.80","",""
"24/07/2024 15:00:00 - 24/07/2024 16:00:00","BZN|FR","Without Sequence","47.14","",""
"24/07/2024 16:00:00 - 24/07/2024 17:00:00","BZN|FR","Without Sequence","74.54","",""
"24/07/2024 17:00:00 - 24/07/2024 18:00:00","BZN|FR","Without Sequence","100.85","",""
"24/07/2024 18:00:00 - 24/07/2024 19:00:00","BZN|FR","Without Sequence","108.98","",""
"24/07/2024 19:00:00 - 24/07/2024 20:00:00","BZN|FR","Without Sequence","112.80","",""
"24/07/2024 20:00:00 - 24/07/2024 21:00:00","BZN|FR","Without Sequence","99.24","",""
"24/07/2024 21:00:00 - 24/07/2024 22:00:00","BZN|FR","Without Sequence","99.24","",""
"24/07/2024 22:00:00 - 24/07/2024 23:00:00","BZN|FR","Without Sequence","40.64","",""
"24/07/2024 23:00:00 - 25/07/2024 00:00:00","BZN|FR","Without Sequence","39.79","",""
"25/07/2024 00:00:00 - 25/07/2024 01:00:00","BZN|FR","Without Sequence","45.42","",""
"25/07/2024 01:00:00 - 25/07/2024 02:00:00","BZN|FR","Without Sequence","48.10","",""
"25/07/2024 02:00:00 - 25/07/2024 03:00:00","BZN|FR","Without Sequence","45.06","",""
"25/07/2024 03:00:00 - 25/07/2024 04:00:00","BZN|FR","Without Sequence","40.78","",""
"25/07/2024 04:00:00 - 25/07/2024 05:00:00","BZN|FR","Without Sequence","53.59","",""
"25/07/2024 05:00:00 - 25/07/2024 06:00:00","BZN|FR","Without Sequence","53.21","",""
"25/07/2024 06:00:00 - 25/07/2024 07:00:00","BZN|FR","Without Sequence","61.26","",""
"25/07/2024 07:00:00 - 25/07/2024 08:00:00","BZN|FR","Without Sequence","44.89","",""
"25/07/2024 08:00:00 - 25/07/2024 09:00:00","BZN|FR","Without Sequence","48.11","",""
"25/07/2024 09:00:00 - 25/07/2024 10:00:00","BZN|FR","Without Sequence","36.95","",""
"25/07/2024 10:00:00 - 25/07/2024 11:00:00","BZN|FR","Without Sequence","24.31","",""
"25/07/2024 11:00:00 - 25/07/2024 12:00:00","BZN|FR","Without Sequence","17.36","",""
"25/07/2024 12:00:00 - 25/07/2024 13:00:00","BZN|FR","Without Sequence","13.27","",""
"25/07/2024 13:00:00 - 25/07/2024 14:00:00","BZN|FR","Without Sequence","26.20","",""
"25/07/2024 14:00:00 - 25/07/2024 15:00:00","BZN|FR","Without Sequence","51.58","",""
"25/07/2024 15:00:00 - 25/07/2024 16:00:00","BZN|FR","Without Sequence","54.30","",""
"25/07/2024 16:00:00 - 25/07/2024 17:00:00","BZN|FR","Without Sequence","70.92","",""
"25/07/2024 17:00:00 - 25/07/2024 18:00:00","BZN|FR","Without Sequence","86.93","",""
"25/07/2024 18:00:00 - 25/07/2024 19:00:00","BZN|FR","Without Sequence","106.44","",""
"25/07/2024 19:00:00 - 25/07/2024 20:00:00","BZN|FR","Without Sequence","99.50","",""
"25/07/2024 20:00:00 - 25/07/2024 21:00:00","BZN|FR","Without Sequence","100.00","",""
"25/07/2024 21:00:00 - 25/07/2024 22:00:00","BZN|FR","Without Sequence","100.00","",""
"25/07/2024 22:00:00 - 25/07/2024 23:00:00","BZN|FR","Without Sequence","59.07","",""
"25/07/2024 23:00:00 - 26/07/2024 00:00:00","BZN|FR","Without Sequence","70.65","",""
"26/07/2024 00:00:00 - 26/07/2024 01:00:00","BZN|FR","Without Sequence","51.42","",""
"26/07/2024 01:00:00 - 26/07/2024 02:00:00","BZN|FR","Without Sequence","53.63","",""
"26/07/2024 02:00:00 - 26/07/2024 03:00:00","BZN|FR","Without Sequence","52.27","",""
"26/07/2024 03:00:00 - 26/07/2024 04:00:00","BZN|FR","Without Sequence","55.16","",""
"26/07/2024 04:00:00 - 26/07/2024 05:00:00","BZN|FR","Without Sequence","55.90","",""
"26/07/2024 05:00:00 - 26/07/2024 06:00:00","BZN|FR","Without Sequence","57.51","",""
"26/07/2024 06:00:00 - 26/07/2024 07:00:00","BZN|FR","Without Sequence","78.28","",""
"26/07/2024 07:00:00 - 26/07/2024 08:00:00","BZN|FR","Without Sequence","84.77","",""
"26/07/2024 08:00:00 - 26/07/2024 09:00:00","BZN|FR","Without Sequence","75.84","",""
"26/07/2024 09:00:00 - 26/07/2024 10:00:00","BZN|FR","Without Sequence","62.91","",""
"26/07/2024 10:00:00 - 26/07/2024 11:00:00","BZN|FR","Without Sequence","64.40","",""
"26/07/2024 11:00:00 - 26/07/2024 12:00:00","BZN|FR","Without Sequence","46.51","",""
"26/07/2024 12:00:00 - 26/07/2024 13:00:00","BZN|FR","Without Sequence","46.67","",""
"26/07/2024 13:00:00 - 26/07/2024 14:00:00","BZN|FR","Without Sequence","48.70","",""
"26/07/2024 14:00:00 - 26/07/2024 15:00:00","BZN|FR","Without Sequence","57.21","",""
"26/07/2024 15:00:00 - 26/07/2024 16:00:00","BZN|FR","Without Sequence","72.80","",""
"26/07/2024 16:00:00 - 26/07/2024 17:00:00","BZN|FR","Without Sequence","76.00","",""
"26/07/2024 17:00:00 - 26/07/2024 18:00:00","BZN|FR","Without Sequence","82.22","",""
"26/07/2024 18:00:00 - 26/07/2024 19:00:00","BZN|FR","Without Sequence","68.28","",""
"26/07/2024 19:00:00 - 26/07/2024 20:00:00","BZN|FR","Without Sequence","62.79","",""
"26/07/2024 20:00:00 - 26/07/2024 21:00:00","BZN|FR","Without Sequence","80.39","",""
"26/07/2024 21:00:00 - 26/07/2024 22:00:00","BZN|FR","Without Sequence","80.39","",""
"26/07/2024 22:00:00 - 26/07/2024 23:00:00","BZN|FR","Without Sequence","74.94","",""
"26/07/2024 23:00:00 - 27/07/2024 00:00:00","BZN|FR","Without Sequence","52.70","",""
"27/07/2024 00:00:00 - 27/07/2024 01:00:00","BZN|FR","Without Sequence","42.80","",""
"27/07/2024 01:00:00 - 27/07/2024 02:00:00","BZN|FR","Without Sequence","41.28","",""
"27/07/2024 02:00:00 - 27/07/2024 03:00:00","BZN|FR","Without Sequence","39.43","",""
"27/07/2024 03:00:00 - 27/07/2024 04:00:00","BZN|FR","Without Sequence","43.78","",""
"27/07/2024 04:00:00 - 27/07/2024 05:00:00","BZN|FR","Without Sequence","37.86","",""
"27/07/2024 05:00:00 - 27/07/2024 06:00:00","BZN|FR","Without Sequence","29.06","",""
"27/07/2024 06:00:00 - 27/07/2024 07:00:00","BZN|FR","Without Sequence","39.28","",""
"27/07/2024 07:00:00 - 27/07/2024 08:00:00","BZN|FR","Without Sequence","40.86","",""
"27/07/2024 08:00:00 - 27/07/2024 09:00:00","BZN|FR","Without Sequence","47.09","",""
"27/07/2024 09:00:00 - 27/07/2024 10:00:00","BZN|FR","Without Sequence","39.90","",""
"27/07/2024 10:00:00 - 27/07/2024 11:00:00","BZN|FR","Without Sequence","28.00","",""
"27/07/2024 11:00:00 - 27/07/2024 12:00:00","BZN|FR","Without Sequence","17.80","",""
"27/07/2024 12:00:00 - 27/07/2024 13:00:00","BZN|FR","Without Sequence","17.92","",""
"27/07/2024 13:00:00 - 27/07/2024 14:00:00","BZN|FR","Without Sequence","18.80","",""
"27/07/2024 14:00:00 - 27/07/2024 15:00:00","BZN|FR","Without Sequence","15.00","",""
"27/07/2024 15:00:00 - 27/07/2024 16:00:00","BZN|FR","Without Sequence","31.51","",""
"27/07/2024 16:00:00 - 27/07/2024 17:00:00","BZN|FR","Without Sequence","55.24","",""
"27/07/2024 17:00:00 - 27/07/2024 18:00:00","BZN|FR","Without Sequence","56.70","",""
"27/07/2024 18:00:00 - 27/07/2024 19:00:00","BZN|FR","Without Sequence","52.13","",""
"27/07/2024 19:00:00 - 27/07/2024 20:00:00","BZN|FR","Without Sequence","53.85","",""
"27/07/2024 20:00:00 - 27/07/2024 21:00:00","BZN|FR","Without Sequence","60.69","",""
"27/07/2024 21:00:00 - 27/07/2024 22:00:00","BZN|FR","Without Sequence","60.69","",""
"27/07/2024 22:00:00 - 27/07/2024 23:00:00","BZN|FR","Without Sequence","30.00","",""
"27/07/2024 23:00:00 - 28/07/2024 00:00:00","BZN|FR","Without Sequence","39.46","",""
"28/07/2024 00:00:00 - 28/07/2024 01:00:00","BZN|FR","Without Sequence","37.99","",""
"28/07/2024 01:00:00 - 28/07/2024 02:00:00","BZN|FR","Without Sequence","24.46","",""
"28/07/2024 02:00:00 - 28/07/2024 03:00:00","BZN|FR","Without Sequence","14.29","",""
"28/07/2024 03:00:00 - 28/07/2024 04:00:00","BZN|FR","Without Sequence","28.97","",""
"28/07/2024 04:00:00 - 28/07/2024 05:00:00","BZN|FR","Without Sequence","16.61","",""
"28/07/2024 05:00:00 - 28/07/2024 06:00:00","BZN|FR","Without Sequence","10.59","",""
"28/07/2024 06:00:00 - 28/07/2024 07:00:00","BZN|FR","Without Sequence","25.49","",""
"28/07/2024 07:00:00 - 28/07/2024 08:00:00","BZN|FR","Without Sequence","4.79","",""
"28/07/2024 08:00:00 - 28/07/2024 09:00:00","BZN|FR","Without Sequence","0.00","",""
"28/07/2024 09:00:00 - 28/07/2024 10:00:00","BZN|FR","Without Sequence","-0.01","",""
"28/07/2024 10:00:00 - 28/07/2024 11:00:00","BZN|FR","Without Sequence","-0.01","",""
"28/07/2024 11:00:00 - 28/07/2024 12:00:00","BZN|FR","Without Sequence","-14.84","",""
"28/07/2024 12:00:00 - 28/07/2024 13:00:00","BZN|FR","Without Sequence","-36.15","",""
"28/07/2024 13:00:00 - 28/07/2024 14:00:00","BZN|FR","Without Sequence","-30.05","",""
"28/07/2024 14:00:00 - 28/07/2024 15:00:00","BZN|FR","Without Sequence","-7.90","",""
"28/07/2024 15:00:00 - 28/07/2024 16:00:00","BZN|FR","Without Sequence","0.15","",""
"28/07/2024 16:00:00 - 28/07/2024 17:00:00","BZN|FR","Without Sequence","41.26","",""
"28/07/2024 17:00:00 - 28/07/2024 18:00:00","BZN|FR","Without Sequence","47.54","",""
"28/07/2024 18:00:00 - 28/07/2024 19:00:00","BZN|FR","Without Sequence","47.49","",""
"28/07/2024 19:00:00 - 28/07/2024 20:00:00","BZN|FR","Without Sequence","44.48","",""
"28/07/2024 20:00:00 - 28/07/2024 21:00:00","BZN|FR","Without Sequence","51.88","",""
"28/07/2024 21:00:00 - 28/07/2024 22:00:00","BZN|FR","Without Sequence","51.88","",""
"28/07/2024 22:00:00 - 28/07/2024 23:00:00","BZN|FR","Without Sequence","16.98","",""
"28/07/2024 23:00:00 - 29/07/2024 00:00:00","BZN|FR","Without Sequence","14.86","",""
"29/07/2024 00:00:00 - 29/07/2024 01:00:00","BZN|FR","Without Sequence","12.69","",""
"29/07/2024 01:00:00 - 29/07/2024 02:00:00","BZN|FR","Without Sequence","7.43","",""
"29/07/2024 02:00:00 - 29/07/2024 03:00:00","BZN|FR","Without Sequence","6.69","",""
"29/07/2024 03:00:00 - 29/07/2024 04:00:00","BZN|FR","Without Sequence","7.07","",""
"29/07/2024 04:00:00 - 29/07/2024 05:00:00","BZN|FR","Without Sequence","11.24","",""
"29/07/2024 05:00:00 - 29/07/2024 06:00:00","BZN|FR","Without Sequence","17.60","",""
"29/07/2024 06:00:00 - 29/07/2024 07:00:00","BZN|FR","Without Sequence","27.02","",""
"29/07/2024 07:00:00 - 29/07/2024 08:00:00","BZN|FR","Without Sequence","23.92","",""
"29/07/2024 08:00:00 - 29/07/2024 09:00:00","BZN|FR","Without Sequence","15.20","",""
"29/07/2024 09:00:00 - 29/07/2024 10:00:00","BZN|FR","Without Sequence","5.40","",""
"29/07/2024 10:00:00 - 29/07/2024 11:00:00","BZN|FR","Without Sequence","0.00","",""
"29/07/2024 11:00:00 - 29/07/2024 12:00:00","BZN|FR","Without Sequence","0.00","",""
"29/07/2024 12:00:00 - 29/07/2024 13:00:00","BZN|FR","Without Sequence","0.00","",""
"29/07/2024 13:00:00 - 29/07/2024 14:00:00","BZN|FR","Without Sequence","1.40","",""
"29/07/2024 14:00:00 - 29/07/2024 15:00:00","BZN|FR","Without Sequence","15.36","",""
"29/07/2024 15:00:00 - 29/07/2024 16:00:00","BZN|FR","Without Sequence","59.59","",""
"29/07/2024 16:00:00 - 29/07/2024 17:00:00","BZN|FR","Without Sequence","71.34","",""
"29/07/2024 17:00:00 - 29/07/2024 18:00:00","BZN|FR","Without Sequence","93.66","",""
"29/07/2024 18:00:00 - 29/07/2024 19:00:00","BZN|FR","Without Sequence","87.89","",""
"29/07/2024 19:00:00 - 29/07/2024 20:00:00","BZN|FR","Without Sequence","82.82","",""
"29/07/2024 20:00:00 - 29/07/2024 21:00:00","BZN|FR","Without Sequence","90.80","",""
"29/07/2024 21:00:00 - 29/07/2024 22:00:00","BZN|FR","Without Sequence","90.80","",""
"29/07/2024 22:00:00 - 29/07/2024 23:00:00","BZN|FR","Without Sequence","58.30","",""
"29/07/2024 23:00:00 - 30/07/2024 00:00:00","BZN|FR","Without Sequence","52.42","",""
"30/07/2024 00:00:00 - 30/07/2024 01:00:00","BZN|FR","Without Sequence","42.91","",""
"30/07/2024 01:00:00 - 30/07/2024 02:00:00","BZN|FR","Without Sequence","40.63","",""
"30/07/2024 02:00:00 - 30/07/2024 03:00:00","BZN|FR","Without Sequence","36.36","",""
"30/07/2024 03:00:00 - 30/07/2024 04:00:00","BZN|FR","Without Sequence","43.66","",""
"30/07/2024 04:00:00 - 30/07/2024 05:00:00","BZN|FR","Without Sequence","48.13","",""
"30/07/2024 05:00:00 - 30/07/2024 06:00:00","BZN|FR","Without Sequence","55.08","",""
"30/07/2024 06:00:00 - 30/07/2024 07:00:00","BZN|FR","Without Sequence","61.31","",""
"30/07/2024 07:00:00 - 30/07/2024 08:00:00","BZN|FR","Without Sequence","51.87","",""
"30/07/2024 08:00:00 - 30/07/2024 09:00:00","BZN|FR","Without Sequence","37.52","",""
"30/07/2024 09:00:00 - 30/07/2024 10:00:00","BZN|FR","Without Sequence","7.84","",""
"30/07/2024 10:00:00 - 30/07/2024 11:00:00","BZN|FR","Without Sequence","1.13","",""
"30/07/2024 11:00:00 - 30/07/2024 12:00:00","BZN|FR","Without Sequence","0.04","",""
"30/07/2024 12:00:00 - 30/07/2024 13:00:00","BZN|FR","Without Sequence","0.71","",""
"30/07/2024 13:00:00 - 30/07/2024 14:00:00","BZN|FR","Without Sequence","13.65","",""
"30/07/2024 14:00:00 - 30/07/2024 15:00:00","BZN|FR","Without Sequence","41.60","",""
"30/07/2024 15:00:00 - 30/07/2024 16:00:00","BZN|FR","Without Sequence","68.10","",""
"30/07/2024 16:00:00 - 30/07/2024 17:00:00","BZN|FR","Without Sequence","83.74","",""
"30/07/2024 17:00:00 - 30/07/2024 18:00:00","BZN|FR","Without Sequence","108.31","",""
"30/07/2024 18:00:00 - 30/07/2024 19:00:00","BZN|FR","Without Sequence","100.25","",""
"30/07/2024 19:00:00 - 30/07/2024 20:00:00","BZN|FR","Without Sequence","109.53","",""
"30/07/2024 20:00:00 - 30/07/2024 21:00:00","BZN|FR","Without Sequence","105.73","",""
"30/07/2024 21:00:00 - 30/07/2024 22:00:00","BZN|FR","Without Sequence","105.73","",""
"30/07/2024 22:00:00 - 30/07/2024 23:00:00","BZN|FR","Without Sequence","93.97","",""
"30/07/2024 23:00:00 - 31/07/2024 00:00:00","BZN|FR","Without Sequence","69.03","",""
"31/07/2024 00:00:00 - 31/07/2024 01:00:00","BZN|FR","Without Sequence","62.25","",""
"31/07/2024 01:00:00 - 31/07/2024 02:00:00","BZN|FR","Without Sequence","49.15","",""
"31/07/2024 02:00:00 - 31/07/2024 03:00:00","BZN|FR","Without Sequence","43.27","",""
"31/07/2024 03:00:00 - 31/07/2024 04:00:00","BZN|FR","Without Sequence","48.18","",""
"31/07/2024 04:00:00 - 31/07/2024 05:00:00","BZN|FR","Without Sequence","60.39","",""
"31/07/2024 05:00:00 - 31/07/2024 06:00:00","BZN|FR","Without Sequence","60.71","",""
"31/07/2024 06:00:00 - 31/07/2024 07:00:00","BZN|FR","Without Sequence","91.57","",""
"31/07/2024 07:00:00 - 31/07/2024 08:00:00","BZN|FR","Without Sequence","71.81","",""
"31/07/2024 08:00:00 - 31/07/2024 09:00:00","BZN|FR","Without Sequence","55.89","",""
"31/07/2024 09:00:00 - 31/07/2024 10:00:00","BZN|FR","Without Sequence","33.46","",""
"31/07/2024 10:00:00 - 31/07/2024 11:00:00","BZN|FR","Without Sequence","26.75","",""
"31/07/2024 11:00:00 - 31/07/2024 12:00:00","BZN|FR","Without Sequence","16.95","",""
"31/07/2024 12:00:00 - 31/07/2024 13:00:00","BZN|FR","Without Sequence","22.63","",""
"31/07/2024 13:00:00 - 31/07/2024 14:00:00","BZN|FR","Without Sequence","33.39","",""
"31/07/2024 14:00:00 - 31/07/2024 15:00:00","BZN|FR","Without Sequence","46.09","",""
"31/07/2024 15:00:00 - 31/07/2024 16:00:00","BZN|FR","Without Sequence","76.52","",""
"31/07/2024 16:00:00 - 31/07/2024 17:00:00","BZN|FR","Without Sequence","94.37","",""
"31/07/2024 17:00:00 - 31/07/2024 18:00:00","BZN|FR","Without Sequence","111.14","",""
"31/07/2024 18:00:00 - 31/07/2024 19:00:00","BZN|FR","Without Sequence","108.57","",""
"31/07/2024 19:00:00 - 31/07/2024 20:00:00","BZN|FR","Without Sequence","97.10","",""
"31/07/2024 20:00:00 - 31/07/2024 21:00:00","BZN|FR","Without Sequence","103.46","",""
"31/07/2024 21:00:00 - 31/07/2024 22:00:00","BZN|FR","Without Sequence","103.46","",""
"31/07/2024 22:00:00 - 31/07/2024 23:00:00","BZN|FR","Without Sequence","96.91","",""
"31/07/2024 23:00:00 - 01/08/2024 00:00:00","BZN|FR","Without Sequence","81.91","",""
"01/08/2024 00:00:00 - 01/08/2024 01:00:00","BZN|FR","Without Sequence","86.95","",""
"01/08/2024 01:00:00 - 01/08/2024 02:00:00","BZN|FR","Without Sequence","72.24","",""
"01/08/2024 02:00:00 - 01/08/2024 03:00:00","BZN|FR","Without Sequence","66.69","",""
"01/08/2024 03:00:00 - 01/08/2024 04:00:00","BZN|FR","Without Sequence","62.13","",""
"01/08/2024 04:00:00 - 01/08/2024 05:00:00","BZN|FR","Without Sequence","57.20","",""
"01/08/2024 05:00:00 - 01/08/2024 06:00:00","BZN|FR","Without Sequence","71.99","",""
"01/08/2024 06:00:00 - 01/08/2024 07:00:00","BZN|FR","Without Sequence","105.95","",""
"01/08/2024 07:00:00 - 01/08/2024 08:00:00","BZN|FR","Without Sequence","90.10","",""
"01/08/2024 08:00:00 - 01/08/2024 09:00:00","BZN|FR","Without Sequence","76.95","",""
"01/08/2024 09:00:00 - 01/08/2024 10:00:00","BZN|FR","Without Sequence","67.64","",""
"01/08/2024 10:00:00 - 01/08/2024 11:00:00","BZN|FR","Without Sequence","64.03","",""
"01/08/2024 11:00:00 - 01/08/2024 12:00:00","BZN|FR","Without Sequence","60.00","",""
"01/08/2024 12:00:00 - 01/08/2024 13:00:00","BZN|FR","Without Sequence","59.96","",""
"01/08/2024 13:00:00 - 01/08/2024 14:00:00","BZN|FR","Without Sequence","65.43","",""
"01/08/2024 14:00:00 - 01/08/2024 15:00:00","BZN|FR","Without Sequence","47.26","",""
"01/08/2024 15:00:00 - 01/08/2024 16:00:00","BZN|FR","Without Sequence","65.83","",""
"01/08/2024 16:00:00 - 01/08/2024 17:00:00","BZN|FR","Without Sequence","94.37","",""
"01/08/2024 17:00:00 - 01/08/2024 18:00:00","BZN|FR","Without Sequence","106.07","",""
"01/08/2024 18:00:00 - 01/08/2024 19:00:00","BZN|FR","Without Sequence","101.75","",""
"01/08/2024 19:00:00 - 01/08/2024 20:00:00","BZN|FR","Without Sequence","103.30","",""
"01/08/2024 20:00:00 - 01/08/2024 21:00:00","BZN|FR","Without Sequence","108.95","",""
"01/08/2024 21:00:00 - 01/08/2024 22:00:00","BZN|FR","Without Sequence","108.95","",""
"01/08/2024 22:00:00 - 01/08/2024 23:00:00","BZN|FR","Without Sequence","93.93","",""
"01/08/2024 23:00:00 - 02/08/2024 00:00:00","BZN|FR","Without Sequence","79.36","",""
"02/08/2024 00:00:00 - 02/08/2024 01:00:00","BZN|FR","Without Sequence","82.25","",""
"02/08/2024 01:00:00 - 02/08/2024 02:00:00","BZN|FR","Without Sequence","69.34","",""
"02/08/2024 02:00:00 - 02/08/2024 03:00:00","BZN|FR","Without Sequence","61.16","",""
"02/08/2024 03:00:00 - 02/08/2024 04:00:00","BZN|FR","Without Sequence","58.33","",""
"02/08/2024 04:00:00 - 02/08/2024 05:00:00","BZN|FR","Without Sequence","76.77","",""
"02/08/2024 05:00:00 - 02/08/2024 06:00:00","BZN|FR","Without Sequence","107.14","",""
"02/08/2024 06:00:00 - 02/08/2024 07:00:00","BZN|FR","Without Sequence","109.70","",""
"02/08/2024 07:00:00 - 02/08/2024 08:00:00","BZN|FR","Without Sequence","104.42","",""
"02/08/2024 08:00:00 - 02/08/2024 09:00:00","BZN|FR","Without Sequence","75.59","",""
"02/08/2024 09:00:00 - 02/08/2024 10:00:00","BZN|FR","Without Sequence","65.16","",""
"02/08/2024 10:00:00 - 02/08/2024 11:00:00","BZN|FR","Without Sequence","69.83","",""
"02/08/2024 11:00:00 - 02/08/2024 12:00:00","BZN|FR","Without Sequence","58.09","",""
"02/08/2024 12:00:00 - 02/08/2024 13:00:00","BZN|FR","Without Sequence","53.06","",""
"02/08/2024 13:00:00 - 02/08/2024 14:00:00","BZN|FR","Without Sequence","51.24","",""
"02/08/2024 14:00:00 - 02/08/2024 15:00:00","BZN|FR","Without Sequence","49.95","",""
"02/08/2024 15:00:00 - 02/08/2024 16:00:00","BZN|FR","Without Sequence","58.77","",""
"02/08/2024 16:00:00 - 02/08/2024 17:00:00","BZN|FR","Without Sequence","65.00","",""
"02/08/2024 17:00:00 - 02/08/2024 18:00:00","BZN|FR","Without Sequence","88.00","",""
"02/08/2024 18:00:00 - 02/08/2024 19:00:00","BZN|FR","Without Sequence","100.20","",""
"02/08/2024 19:00:00 - 02/08/2024 20:00:00","BZN|FR","Without Sequence","105.51","",""
"02/08/2024 20:00:00 - 02/08/2024 21:00:00","BZN|FR","Without Sequence","102.51","",""
"02/08/2024 21:00:00 - 02/08/2024 22:00:00","BZN|FR","Without Sequence","102.51","",""
"02/08/2024 22:00:00 - 02/08/2024 23:00:00","BZN|FR","Without Sequence","62.52","",""
"02/08/2024 23:00:00 - 03/08/2024 00:00:00","BZN|FR","Without Sequence","45.41","",""
"03/08/2024 00:00:00 - 03/08/2024 01:00:00","BZN|FR","Without Sequence","43.01","",""
"03/08/2024 01:00:00 - 03/08/2024 02:00:00","BZN|FR","Without Sequence","32.81","",""
"03/08/2024 02:00:00 - 03/08/2024 03:00:00","BZN|FR","Without Sequence","29.95","",""
"03/08/2024 03:00:00 - 03/08/2024 04:00:00","BZN|FR","Without Sequence","35.48","",""
"03/08/2024 04:00:00 - 03/08/2024 05:00:00","BZN|FR","Without Sequence","32.63","",""
"03/08/2024 05:00:00 - 03/08/2024 06:00:00","BZN|FR","Without Sequence","33.89","",""
"03/08/2024 06:00:00 - 03/08/2024 07:00:00","BZN|FR","Without Sequence","33.90","",""
"03/08/2024 07:00:00 - 03/08/2024 08:00:00","BZN|FR","Without Sequence","26.34","",""
"03/08/2024 08:00:00 - 03/08/2024 09:00:00","BZN|FR","Without Sequence","32.44","",""
"03/08/2024 09:00:00 - 03/08/2024 10:00:00","BZN|FR","Without Sequence","20.36","",""
"03/08/2024 10:00:00 - 03/08/2024 11:00:00","BZN|FR","Without Sequence","14.66","",""
"03/08/2024 11:00:00 - 03/08/2024 12:00:00","BZN|FR","Without Sequence","6.41","",""
"03/08/2024 12:00:00 - 03/08/2024 13:00:00","BZN|FR","Without Sequence","4.17","",""
"03/08/2024 13:00:00 - 03/08/2024 14:00:00","BZN|FR","Without Sequence","10.07","",""
"03/08/2024 14:00:00 - 03/08/2024 15:00:00","BZN|FR","Without Sequence","10.20","",""
"03/08/2024 15:00:00 - 03/08/2024 16:00:00","BZN|FR","Without Sequence","20.00","",""
"03/08/2024 16:00:00 - 03/08/2024 17:00:00","BZN|FR","Without Sequence","37.91","",""
"03/08/2024 17:00:00 - 03/08/2024 18:00:00","BZN|FR","Without Sequence","52.03","",""
"03/08/2024 18:00:00 - 03/08/2024 19:00:00","BZN|FR","Without Sequence","53.09","",""
"03/08/2024 19:00:00 - 03/08/2024 20:00:00","BZN|FR","Without Sequence","52.26","",""
"03/08/2024 20:00:00 - 03/08/2024 21:00:00","BZN|FR","Without Sequence","63.71","",""
"03/08/2024 21:00:00 - 03/08/2024 22:00:00","BZN|FR","Without Sequence","63.71","",""
"03/08/2024 22:00:00 - 03/08/2024 23:00:00","BZN|FR","Without Sequence","45.16","",""
"03/08/2024 23:00:00 - 04/08/2024 00:00:00","BZN|FR","Without Sequence","41.50","",""
"04/08/2024 00:00:00 - 04/08/2024 01:00:00","BZN|FR","Without Sequence","37.63","",""
"04/08/2024 01:00:00 - 04/08/2024 02:00:00","BZN|FR","Without Sequence","18.42","",""
"04/08/2024 02:00:00 - 04/08/2024 03:00:00","BZN|FR","Without Sequence","14.62","",""
"04/08/2024 03:00:00 - 04/08/2024 04:00:00","BZN|FR","Without Sequence","19.91","",""
"04/08/2024 04:00:00 - 04/08/2024 05:00:00","BZN|FR","Without Sequence","20.15","",""
"04/08/2024 05:00:00 - 04/08/2024 06:00:00","BZN|FR","Without Sequence","24.98","",""
"04/08/2024 06:00:00 - 04/08/2024 07:00:00","BZN|FR","Without Sequence","26.53","",""
"04/08/2024 07:00:00 - 04/08/2024 08:00:00","BZN|FR","Without Sequence","20.01","",""
"04/08/2024 08:00:00 - 04/08/2024 09:00:00","BZN|FR","Without Sequence","8.05","",""
"04/08/2024 09:00:00 - 04/08/2024 10:00:00","BZN|FR","Without Sequence","2.05","",""
"04/08/2024 10:00:00 - 04/08/2024 11:00:00","BZN|FR","Without Sequence","0.06","",""
"04/08/2024 11:00:00 - 04/08/2024 12:00:00","BZN|FR","Without Sequence","-0.04","",""
"04/08/2024 12:00:00 - 04/08/2024 13:00:00","BZN|FR","Without Sequence","-2.16","",""
"04/08/2024 13:00:00 - 04/08/2024 14:00:00","BZN|FR","Without Sequence","-0.01","",""
"04/08/2024 14:00:00 - 04/08/2024 15:00:00","BZN|FR","Without Sequence","1.13","",""
"04/08/2024 15:00:00 - 04/08/2024 16:00:00","BZN|FR","Without Sequence","22.05","",""
"04/08/2024 16:00:00 - 04/08/2024 17:00:00","BZN|FR","Without Sequence","55.29","",""
"04/08/2024 17:00:00 - 04/08/2024 18:00:00","BZN|FR","Without Sequence","70.41","",""
"04/08/2024 18:00:00 - 04/08/2024 19:00:00","BZN|FR","Without Sequence","87.29","",""
"04/08/2024 19:00:00 - 04/08/2024 20:00:00","BZN|FR","Without Sequence","87.44","",""
"04/08/2024 20:00:00 - 04/08/2024 21:00:00","BZN|FR","Without Sequence","96.02","",""
"04/08/2024 21:00:00 - 04/08/2024 22:00:00","BZN|FR","Without Sequence","96.02","",""
"04/08/2024 22:00:00 - 04/08/2024 23:00:00","BZN|FR","Without Sequence","29.56","",""
